context_id	word	gold_sense_id	predict_sense_id	positions	context	context_wo	contextmorph	wordpos	feature_cos	feature_prob
1072	дух	4.1	3	59-63	Вот и был найден в Коканде, во дворце Худояр-Хана, местный дух, согласившийся перебраться в Москву	Вот и был найден в Коканде, во дворце Худояр-Хана, местный   согласившийся перебраться в Москву	вот_PART и_SCONJ быть_VERB находить_VERB в_NOUN коканд_NOUN во_PART дворец_NOUN худояр_NOUN хана_NOUN местный_ADJ соглашаться_VERB перебираться_VERB в_NOUN москва_NOUN	дух_NOUN	[0.1331974, 0.30392238, 0.2517199, 0.25925386, 0.17805977, 0.27285612, 0.2700393, 0.16130735, 0.12487417]	[0.5241430908148613, 0.5573863504793737, 0.5469570092826639, 0.5496294381628978, 0.5329020282224483, 0.5518354170824757, 0.5510761744854786, 0.530826320496131, 0.5262961652522959]
1073	дух	4.2	3	0-4	Дух леса	леса	лес_NOUN	дух_NOUN	[0.111858234, 0.2583996, 0.18182527, 0.18424296, 0.15208429, 0.18547763, 0.17473556, 0.12552232, 0.15243244]	[0.5202798453650336, 0.548850392905347, 0.5339663911360875, 0.5353275242041378, 0.5281132397200636, 0.5353040385373106, 0.5331172208531596, 0.5239997019140031, 0.5320849061726002]
1074	дух	4.2	3	7-12	горные духи	горные	горный_ADJ	дух_NOUN	[0.13030262, 0.21346685, 0.13156593, 0.14036018, 0.1167095, 0.12884097, 0.136188, 0.107806966, 0.056316394]	[0.5236191910251634, 0.5403967718078148, 0.5245955933474368, 0.5269320793074549, 0.5215834593673156, 0.5245448794626894, 0.5258262389337207, 0.5206167085866796, 0.511867893469999]
1075	дух	4.2	3	65-71,90-96	Он [разведчик] срастается с полями, лесами, оврагами, становится духом этих пространств – духом опасным, подстерегающим	Он [разведчик] срастается с полями, лесами, оврагами, становится  этих пространств –  опасным, подстерегающим	он_PRON разведчик_NOUN срастаться_VERB с_NOUN поле_NOUN лес_NOUN овраг_NOUN становиться_VERB этот_DET пространство_NOUN опасный_ADJ подстерегать_VERB	дух_NOUN	[0.111858234, 0.2583996, 0.18182527, 0.18424296, 0.15208429, 0.18547763, 0.17473556, 0.12552232, 0.15243244]	[0.5202798453650336, 0.548850392905347, 0.5339663911360875, 0.5353275242041378, 0.5281132397200636, 0.5353040385373106, 0.5331172208531596, 0.5239997019140031, 0.5320849061726002]
1076	дух	4.2	3	85-91	Я еще в детстве слышал эту легенду, и меня давно тянуло побывать во владениях горных духов	Я еще в детстве слышал эту легенду, и меня давно тянуло побывать во владениях горных	я_PRON еще_ADV в_NOUN детство_NOUN слышать_VERB этот_DET легенда_NOUN и_SCONJ я_PRON давно_ADV тянуть_VERB побывать_VERB во_PART владение_NOUN горный_ADJ	дух_NOUN	[0.38577917, 0.46158472, 0.42032894, 0.38675454, 0.39279416, 0.39570338, 0.42296118, 0.26230833, 0.3337671]	[0.5456572864279442, 0.5570255028537188, 0.5512710829230562, 0.5484467717963187, 0.5474122680110576, 0.5492000758532534, 0.5523315650742371, 0.5327909946302078, 0.5458973286971867]
1077	дух	4.3	7	9-13	Вызывать дух Наполеона	Вызывать  Наполеона	вызывать_VERB наполеон_NOUN	дух_NOUN	[0.2295196, 0.15352924, 0.15555161, 0.13907643, 0.20306957, 0.12355804, 0.148106, 0.2577267, 0.092222616]	[0.5415386983116327, 0.5290846817245144, 0.5290702661355997, 0.5266862328433627, 0.53750707957905, 0.5235399758988103, 0.5280817558364842, 0.5491556018927475, 0.5194285028735076]
1078	дух	4.3	3	11-18	общаться с духами предков	общаться с  предков	общаться_VERB с_NOUN предок_NOUN	дух_NOUN	[0.32187143, 0.37636867, 0.36194038, 0.33268917, 0.33985683, 0.33719543, 0.35280055, 0.26767573, 0.2357683]	[0.5581232264463105, 0.5708991309051417, 0.5673065930240481, 0.5635521013954797, 0.5625603331231709, 0.5639372091884313, 0.5665659860206531, 0.5510401919803647, 0.5495312503428998]
1079	дух	4.3	3	33-37	Зачем же снова в эту ночь / Свой дух прислал ко мне? / Он строен был, и юн, и рыж, / Он женщиною был, / Шептал про Рим, манил в Париж	Зачем же снова в эту ночь / Свой  прислал ко мне? / Он строен был, и юн, и рыж, / Он женщиною был, / Шептал про Рим, манил в Париж	зачем_ADV же_PART снова_ADV в_NOUN этот_DET ночь_NOUN свой_DET присылать_VERB ко_ADP я_PRON он_PRON страивать_VERB быть_VERB и_SCONJ юный_ADJ и_SCONJ рыжий_ADJ он_PRON женщина_NOUN быть_VERB шептать_VERB про_ADP рим_NOUN манить_VERB в_NOUN париж_NOUN	дух_NOUN	[0.38316798, 0.3775731, 0.40738872, 0.37003398, 0.389151, 0.37895048, 0.40539247, 0.16629127, 0.20057695]	[0.5690620318471871, 0.5711229363994357, 0.5756358512111134, 0.5705954978598438, 0.5715178804409662, 0.571751407038344, 0.5763440026883111, 0.5317762235093539, 0.5421762935409431]
1080	дух	4.3	3	3-8	Но духи предков могут затосковать и призвать вас к себе раньше срока	Но  предков могут затосковать и призвать вас к себе раньше срока	но_SCONJ предок_NOUN мочь_VERB затосковать_VERB и_SCONJ призывать_VERB вы_PRON к_NOUN себя_PRON рано_ADV срок_NOUN	дух_NOUN	[0.29737926, 0.33501312, 0.37672555, 0.38962492, 0.345966, 0.3734981, 0.37772858, 0.2396954, 0.059144553]	[0.5409468992827685, 0.5481864092102495, 0.5534168357347572, 0.5566853845306964, 0.5485508318479733, 0.5539632943370472, 0.5543275101334371, 0.5348355930114526, 0.509482703304653]
1081	дым	1.1	3	10-14	Пороховой дым	Пороховой	пороховой_ADJ	дым_NOUN	[0.46579784, 0.48125237, 0.43848798, 0.64448214, 0.453174, 0.47485748, 0.4423698, 0.43146226, 0.44408774]	[0.5812526889130066, 0.581036953190469, 0.5762733090656136, 0.6118119651842375, 0.5773789110705793, 0.5824418116807294, 0.5762070458323753, 0.575524559509149, 0.5779921794809871]
1082	дым	1.1	4	10-15	напустить дыму в комнату	напустить  в комнату	напускать_VERB в_NOUN комната_NOUN	дым_NOUN	[0.29837608, 0.36562595, 0.3681913, 0.257601, 0.36699453, 0.3140919, 0.31698003, 0.34402955, 0.38147765]	[0.5523213460810149, 0.5617970469752991, 0.5641930765788501, 0.5453348048331442, 0.5628374586805229, 0.5548119136759888, 0.5548138034521428, 0.5603881896661633, 0.5671398653289185]
1083	дым	1.1	4	58-62	Мы подбросили в костер сырых веток, и сразу повалил белый дым	Мы подбросили в костер сырых веток, и сразу повалил белый	мы_PRON подбрасывать_VERB в_NOUN костер_NOUN сырой_ADJ ветка_NOUN и_SCONJ сразу_ADV повалить_VERB белый_ADJ	дым_NOUN	[0.6843294, 0.6389897, 0.7111593, 0.50223273, 0.682024, 0.73639834, 0.66248614, 0.5489712, 0.73344153]	[0.5819738883468835, 0.5740096288815674, 0.5848023003624041, 0.5605738395248485, 0.5799390008951831, 0.5877011568459507, 0.5783484927953846, 0.5661180371785988, 0.588262152495629]
1084	дым	1.1	4	10-15	От едкого дыма защипало глаза	От едкого  защипало глаза	от_ADP едкий_ADJ защипать_VERB глаз_NOUN	дым_NOUN	[0.53906727, 0.55441076, 0.5888851, 0.44930768, 0.65264577, 0.56502223, 0.5348485, 0.4978865, 0.637943]	[0.5738734650100065, 0.5733452860463012, 0.5802791336011777, 0.5618755235176056, 0.5872173696220618, 0.5770350835359053, 0.5723283862491765, 0.5684548453027843, 0.5876878579408912]
1085	дым	1.1	4	58-62	Над самой землей – так примерно на полметра – стоял седой дым	Над самой землей – так примерно на полметра – стоял седой	над_ADP самый_DET земля_NOUN так_ADV примерно_ADV на_ADP полметра_NOUN стоять_VERB седой_ADJ	дым_NOUN	[0.39623082, 0.30178967, 0.44960386, 0.20197108, 0.36161926, 0.39916638, 0.36553976, 0.35736984, 0.47634912]	[0.5692871420297314, 0.5510908186107776, 0.5781755912206112, 0.5355822240451072, 0.5619266174884773, 0.569486661413938, 0.5631273887377046, 0.5627056748792397, 0.5835555218086851]
1086	дым	1.1	4	73-78	Хорошо писать под разговоры, под гомон быстрой северной речи, в табачном дыму, в запахе рыбы, острого рассола	Хорошо писать под разговоры, под гомон быстрой северной речи, в табачном   в запахе рыбы, острого рассола	хорошо_ADV писать_VERB под_ADP разговор_NOUN под_ADP гомон_NOUN быстрый_ADJ северный_ADJ речь_NOUN в_NOUN табачный_ADJ в_NOUN запах_NOUN рыба_NOUN острый_ADJ рассол_NOUN	дым_NOUN	[0.544726, 0.72767156, 0.6052325, 0.5384544, 0.7911777, 0.5290904, 0.60374784, 0.65563685, 0.609834]	[0.5707772738515113, 0.590860741336317, 0.5782157031464944, 0.5701595641191859, 0.5998602930242442, 0.5684690600542541, 0.5772861520755229, 0.5851196743879009, 0.5795757202457836]
1087	дым	1.1	4	33-37	Уже плыл над столом, наслаивался дым	Уже плыл над столом, наслаивался	уже_ADV плыть_VERB над_ADP стол_NOUN наслаиваться_VERB	дым_NOUN	[0.49441952, 0.4082042, 0.56375223, 0.31747657, 0.44187048, 0.52302086, 0.47799182, 0.47304252, 0.55932075]	[0.5661057162241744, 0.5527956364204767, 0.5749559972583962, 0.5427087036163822, 0.5578617964986801, 0.5695736821169305, 0.5630801581625049, 0.5634193583724459, 0.5751086237553928]
1088	дым	1.1	6	122-127	Потом раздалось металлическое кряканье и клекот мотора. С улицы «Им. тов. Губернского» выкатился плотный клуб фиолетового дыма	Потом раздалось металлическое кряканье и клекот мотора. С улицы «Им. тов. Губернского» выкатился плотный клуб фиолетового	потом_ADV раздаваться_VERB металлический_ADJ кряканье_NOUN и_SCONJ клекот_NOUN мотор_NOUN с_NOUN улица_NOUN они_PRON тов_NOUN губернский_ADJ выкатиться_VERB плотный_ADJ клуб_NOUN фиолетовый_ADJ	дым_NOUN	[0.51784873, 0.47250512, 0.6634115, 0.50301343, 0.56402457, 0.61363876, 0.7482185, 0.44435474, 0.64902776]	[0.5592692611310468, 0.5522564770223183, 0.5754120477871547, 0.5577406942410932, 0.5630962409941674, 0.5697912244858522, 0.5840730818257506, 0.5510342556806098, 0.5745286644916338]
1089	дым	1.1	4	73-78,181-187	Не умею курить, не вынимая сигарету изо рта, объяснил он Ольге: слезы от дыма И никогда больше, в какие бы трущобы ее ни завела бродячая судьба, Вера не воротила нос от испарений и дымов человеческих тел и жилищ	Не умею курить, не вынимая сигарету изо рта, объяснил он Ольге: слезы от  И никогда больше, в какие бы трущобы ее ни завела бродячая судьба, Вера не воротила нос от испарений и  человеческих тел и жилищ	не_PART уметь_VERB курить_VERB не_PART вынимать_VERB сигарета_NOUN изо_ADP рот_NOUN объяснять_VERB он_PRON ольга_NOUN слеза_NOUN от_ADP и_PART никогда_ADV больше_ADV в_NOUN какой_DET бы_PART трущоба_NOUN она_PRON ни_PART заводить_VERB бродячий_ADJ судьба_NOUN вера_NOUN не_PART воротить_VERB нос_NOUN от_ADP испарение_NOUN и_SCONJ человеческий_ADJ тело_NOUN и_SCONJ жилище_NOUN	дым_NOUN	[0.6408644, 0.66066974, 0.5721322, 0.54070354, 0.6910634, 0.5898315, 0.5732923, 0.73451215, 0.7665115]	[0.56825856952832, 0.5679283606373471, 0.5607805676208192, 0.557848496789395, 0.5719380538075066, 0.5626056087539326, 0.5603206634763166, 0.5782527712744183, 0.5819093352046314]
1090	дым	1.1	4	117-123	Полукопченые колбасные изделия выпускаются в натуральной оболочке, что придает им эффектный внешний вид, а обработка дымом лиственных пород деревьев – колоритный запах	Полукопченые колбасные изделия выпускаются в натуральной оболочке, что придает им эффектный внешний вид, а обработка  лиственных пород деревьев – колоритный запах	полукопченый_ADJ колбасный_ADJ изделие_NOUN выпускаться_VERB в_NOUN натуральный_ADJ оболочка_NOUN что_PRON придавать_VERB они_PRON эффектный_ADJ внешний_ADJ вид_NOUN а_PART обработка_NOUN лиственный_ADJ порода_NOUN дерево_NOUN колоритный_ADJ запах_NOUN	дым_NOUN	[0.44962934, 0.6993213, 0.48581266, 0.47416392, 0.7544884, 0.42260003, 0.4664756, 0.46570548, 0.4934718]	[0.578479687924967, 0.616618237441311, 0.5843557540728831, 0.582904655335524, 0.6270275635929394, 0.5735085661974773, 0.5802898513429783, 0.5814159710349965, 0.586499730979879]
1091	дым	1.2	4	35-41	Яблоня окутана нежным бело-розовым дымом	Яблоня окутана нежным бело-розовым	яблоня_NOUN окутывать_VERB нежный_ADJ белый_ADJ розовый_ADJ	дым_NOUN	[0.52217466, 0.49080402, 0.75970256, 0.4127504, 0.6126535, 0.6074581, 0.5527378, 0.516963, 0.6373044]	[0.570362332650938, 0.5639132880117854, 0.6012342829358418, 0.555905544789035, 0.5805717054095907, 0.5813054142166133, 0.5734315301251044, 0.5698235818064333, 0.586108877903288]
1092	дым	1.2	3	22-27	Весь город в морозном дыму	Весь город в морозном	весь_DET город_NOUN в_NOUN морозный_ADJ	дым_NOUN	[0.44873214, 0.48840252, 0.61343604, 0.5121471, 0.52763844, 0.50881726, 0.5092922, 0.3901323, 0.50471115]	[0.5783256459216571, 0.5822192724695243, 0.6059159780843045, 0.5894085245496188, 0.5898374671874832, 0.5882186341631876, 0.5875143068414962, 0.5683853611943033, 0.588428963646031]
1093	дым	1.2	4	8-12	Зеленый дым весеннего леса	Зеленый  весеннего леса	зеленый_ADJ весенний_ADJ лес_NOUN	дым_NOUN	[0.40427554, 0.45213217, 0.63463587, 0.43264517, 0.5083177, 0.5279869, 0.501521, 0.36574203, 0.5273636]	[0.5538901757912601, 0.5581390644941895, 0.5837993571086739, 0.5577935981466211, 0.5661391655208714, 0.5698800030299006, 0.5658237607642815, 0.5488968287474412, 0.5705279922553106]
1094	дым	1.2	6	53-58	Вот мы и встали в крестах да в нашивках, / В снежном дыму	Вот мы и встали в крестах да в нашивках, / В снежном	вот_PART мы_PRON и_SCONJ вставать_VERB в_NOUN крест_NOUN да_PART в_NOUN нашивка_NOUN в_NOUN снежный_ADJ	дым_NOUN	[0.45034483, 0.34219375, 0.59695286, 0.31628197, 0.37457263, 0.5317803, 0.501734, 0.3437912, 0.52944016]	[0.5543967870844693, 0.539970897884054, 0.5716150269206189, 0.5383831397913063, 0.544309736251149, 0.5638504998399582, 0.5597370574190679, 0.5416878429758953, 0.5642384446281606]
1095	дым	1.2	4	31-35	Все пройдет как с белых яблонь дым	Все пройдет как с белых яблонь	все_PRON пройти_VERB как_ADV с_NOUN белый_ADJ яблоня_NOUN	дым_NOUN	[0.38750684, 0.34364963, 0.5538368, 0.2910586, 0.42618075, 0.4600802, 0.4258899, 0.3924326, 0.49409804]	[0.5677805777818072, 0.5581172850892722, 0.5958933154076308, 0.5511840958775298, 0.5728373823461215, 0.5799208992132092, 0.5734098147889979, 0.568783468613029, 0.5866072885218268]
1096	дым	1.2	4	126-131	Внезапно я ощутил тоску по блеску ветра, по солоноватому запаху морской воды, по Лиссу, по его жарким переулкам, […] розовому дыму облаков, стремительно взлетающему в синеву небосвода	Внезапно я ощутил тоску по блеску ветра, по солоноватому запаху морской воды, по Лиссу, по его жарким переулкам, […] розовому  облаков, стремительно взлетающему в синеву небосвода	внезапно_ADV я_PRON ощущать_VERB тоска_NOUN по_ADP блеск_NOUN ветер_NOUN по_ADP солоноватый_ADJ запах_NOUN морской_ADJ вода_NOUN по_ADP лисс_NOUN по_ADP он_PRON жаркий_ADJ переулок_NOUN розовый_ADJ облако_NOUN стремительно_ADV взлетать_VERB в_NOUN синева_NOUN небосвод_NOUN	дым_NOUN	[0.6177114, 0.6196949, 0.86504936, 0.6133541, 0.70876825, 0.7311886, 0.7374779, 0.5337305, 0.7451828]	[0.5671080612745999, 0.5650098489004559, 0.5930838762589216, 0.5668180977549806, 0.5751915143321878, 0.5788973198713807, 0.5788543571918408, 0.5582022770979311, 0.5812177118179055]
1097	дым	1.2	4	41-47	Лопнули почки, деревья окурились зеленым дымом	Лопнули почки, деревья окурились зеленым	лопнуть_VERB почка_NOUN дерево_NOUN окуриваться_VERB зеленый_ADJ	дым_NOUN	[0.5719474, 0.61857414, 0.6421844, 0.5316378, 0.63762474, 0.6618548, 0.5812105, 0.5118127, 0.67295676]	[0.5706612724898855, 0.5737234356252259, 0.5788983585646197, 0.5659164039199351, 0.5769478315472952, 0.5812267527015766, 0.5708342919701046, 0.5634568622516671, 0.5834227246085107]
1098	дым	1.2	4	7-11	Сквозь дым поземки танки ворочались в нескошенной высокой пшенице	Сквозь  поземки танки ворочались в нескошенной высокой пшенице	сквозь_ADP поземка_NOUN танк_NOUN ворочаться_VERB в_NOUN нескошенный_ADJ высокий_ADJ пшеница_NOUN	дым_NOUN	[0.57565904, 0.4804342, 0.71329427, 0.43821147, 0.56348914, 0.64115566, 0.6676727, 0.4300958, 0.6759603]	[0.5724370779409945, 0.5584994232153739, 0.589080297629717, 0.5554531758537744, 0.5693888263030427, 0.580189794351873, 0.5827021011112146, 0.5544098860746468, 0.58533877986434]
1099	дым	1.2	4	122-126	Сахар развалился на большие куски, потом распался на мелкие крошки, потом вовсе растаял, пустив по воде как бы прозрачный дым	Сахар развалился на большие куски, потом распался на мелкие крошки, потом вовсе растаял, пустив по воде как бы прозрачный	сахар_NOUN разваливаться_VERB на_ADP большой_ADJ кусок_NOUN потом_ADV распадаться_VERB на_ADP мелкий_ADJ крошка_NOUN потом_ADV вовсе_ADV растаивать_VERB пускать_VERB по_ADP вода_NOUN как_ADV бы_PART прозрачный_ADJ	дым_NOUN	[0.53846973, 0.49872908, 0.6633788, 0.47113103, 0.5804804, 0.5820212, 0.56705755, 0.48551044, 0.65609837]	[0.564433889551093, 0.5576701898457467, 0.5788509220506896, 0.5566006875922209, 0.567892988769762, 0.5692740453093146, 0.5669095726502311, 0.5582864961496131, 0.5787673328701046]
1100	дым	2	4	35-40	Обложить крестьян данью с сохи и с дыма	Обложить крестьян данью с сохи и с	обкладывать_VERB крестьянин_NOUN дань_NOUN с_NOUN соха_NOUN и_SCONJ с_NOUN	дым_NOUN	[0.27692205, 0.29497454, 0.33229825, 0.17463964, 0.3051998, 0.3125873, 0.2718085, 0.2763037, 0.33693367]	[0.5485839428077948, 0.5499448521602587, 0.5579945501027722, 0.5307802384870544, 0.5523421481312725, 0.5545514496109546, 0.5470525311703761, 0.548584265686236, 0.5593789423296305]
1101	дым	2	4	19-25	деревня в двадцать дымов	деревня в двадцать	деревня_NOUN в_NOUN двадцать_NUM	дым_NOUN	[0.25576475, 0.2863971, 0.28177798, 0.17624672, 0.25935787, 0.3230292, 0.23679155, 0.14995973, 0.27902573]	[0.544892850702905, 0.5485017825996694, 0.5492396842349517, 0.5310627509177467, 0.5445254941885789, 0.5563584851087728, 0.5410200248678328, 0.5264272027417414, 0.5492466068490893]
1102	дым	2	4	46-51	Размер налога традиционно был в одну шкурку с дыма	Размер налога традиционно был в одну шкурку с	размер_NOUN налог_NOUN традиционно_ADV быть_VERB в_NOUN один_ADJ шкурка_NOUN с_NOUN	дым_NOUN	[0.26850545, 0.28860998, 0.26192945, 0.22299087, 0.3306995, 0.24981184, 0.24017385, 0.31397626, 0.37465733]	[0.5471162012303808, 0.548874148543644, 0.5457913786892697, 0.5392708484706997, 0.5566792520944468, 0.5436588890129985, 0.5416032593010777, 0.5551578286404675, 0.5659535918632189]
1103	дым	2	3	47-51	В начале XVII в. в Англии был введен налог «на дым», и англичане начали разбирать печные трубы	В начале XVII в. в Англии был введен налог «на  , и англичане начали разбирать печные трубы	в_NOUN начало_NOUN в_NOUN в_NOUN англия_NOUN быть_VERB вводить_VERB налог_NOUN на_ADP и_SCONJ англичанин_NOUN начинать_VERB разбирать_VERB печный_ADJ труба_NOUN	дым_NOUN	[0.4577764, 0.41109833, 0.44336393, 0.5750404, 0.41097498, 0.4749331, 0.6073811, 0.34256586, 0.4519816]	[0.5798775840503193, 0.5693890388675898, 0.5771080088949923, 0.6001083736628606, 0.5702735976173157, 0.5824546922254183, 0.6039189178828072, 0.560133759969231, 0.5793553253695937]
1104	дым	2	5	70-75	Хазары наложили на полян, северян и вятичей дань по беле и веверице с дыма	Хазары наложили на полян, северян и вятичей дань по беле и веверице с	хазар_NOUN налагать_VERB на_ADP поляна_NOUN северянин_NOUN и_SCONJ вятич_NOUN дань_NOUN по_ADP бел_NOUN и_SCONJ веверица_NOUN с_NOUN	дым_NOUN	[0.31422535, 0.3078163, 0.41282937, 0.2054151, 0.28773186, 0.40110138, 0.32018122, 0.23861441, 0.37438473]	[0.5436091606409353, 0.541247168143009, 0.5569681959220042, 0.5286265870763633, 0.5390747704142018, 0.5553315177577355, 0.5438349050382217, 0.5332254924588832, 0.552216505053998]
1105	дым	2	7	120-125	[Тарас Бульба] самоуправно входил в села, где только жаловались на притеснения арендаторов и на прибавку новых пошлин с дыма	[Тарас Бульба] самоуправно входил в села, где только жаловались на притеснения арендаторов и на прибавку новых пошлин с	тарас_NOUN бульба_NOUN самоуправный_ADJ входить_VERB в_NOUN садиться_VERB где_ADV только_PART жаловаться_VERB на_ADP притеснение_NOUN арендатор_NOUN и_SCONJ на_ADP прибавка_NOUN новый_ADJ пошлина_NOUN с_NOUN	дым_NOUN	[0.31357783, 0.2619372, 0.3124997, 0.20497571, 0.2394633, 0.33712333, 0.3207622, 0.29418156, 0.38656121]	[0.554966018568513, 0.5443822724651247, 0.5545675621983955, 0.5361097391035429, 0.5411261374686531, 0.5587952294150125, 0.5554624812057483, 0.5517060674718922, 0.5680235597578518]
1106	дым	2	4	75-80	С бани в сие лето по рублю и по семь алтын дерут, с погребов – по рублю, с дыма – по гривне, валежных – по пять денег, от точения топора – гривна	С бани в сие лето по рублю и по семь алтын дерут, с погребов – по рублю, с  – по гривне, валежных – по пять денег, от точения топора – гривна	с_NOUN баня_NOUN в_NOUN сие_PRON лето_NOUN по_ADP рубль_NOUN и_SCONJ по_ADP семь_NUM алтын_NOUN драть_VERB с_NOUN погреб_NOUN по_ADP рубль_NOUN с_NOUN по_ADP гривна_NOUN валежный_ADJ по_ADP пять_NUM деньги_NOUN от_ADP точение_NOUN топор_NOUN гривна_NOUN	дым_NOUN	[0.41780254, 0.49810073, 0.4516364, 0.36806256, 0.47487274, 0.4816721, 0.51567143, 0.27990806, 0.57015556]	[0.5550107960565861, 0.5632228568650836, 0.5591965245668499, 0.5486357517218592, 0.5610933383490069, 0.5630566497771983, 0.5668501948794865, 0.5370196277714795, 0.5752582542684868]
1107	дым	2	4	35-41	Проехали какую-то деревню в дюжину дымов и душ	Проехали какую-то деревню в дюжину  и душ	проехать_VERB какой_DET то_PART деревня_NOUN в_NOUN дюжина_NOUN и_SCONJ душ_NOUN	дым_NOUN	[0.25576475, 0.2863971, 0.28177798, 0.17624672, 0.25935787, 0.3230292, 0.23679155, 0.14995973, 0.27902573]	[0.544892850702905, 0.5485017825996694, 0.5492396842349517, 0.5310627509177467, 0.5445254941885789, 0.5563584851087728, 0.5410200248678328, 0.5264272027417414, 0.5492466068490893]
1108	дым	2	7	47-52	В крепостное время было принято брать налог с «дыма»	В крепостное время было принято брать налог с «	в_NOUN крепостной_ADJ время_NOUN быть_VERB принимать_VERB брать_VERB налог_NOUN с_NOUN	дым_NOUN	[0.15721618, 0.18548575, 0.13655339, 0.18140686, 0.19057092, 0.118707485, 0.16668782, 0.2194981, 0.21850522]	[0.5211332061387502, 0.5240630786774201, 0.5182871579103976, 0.5244458582033192, 0.5250480234216536, 0.5158897977394865, 0.5221027877290962, 0.5295545858420069, 0.5295336764342494]
1109	дымка	1	4	17-23	Голубая утренняя дымка	Голубая утренняя	голубой_ADJ утренний_ADJ	дымка_NOUN	[0.62705326, 0.6479527, 0.5505419, 0.63038075, 0.66788465, 0.69478697, 0.62971836, 0.7036292, 0.6935421]	[0.6102034213141962, 0.6129747140681676, 0.5970325547408318, 0.6126388278968256, 0.6180652886189957, 0.6213693490079699, 0.6136936529888548, 0.6222879017580399, 0.6252455604764029]
1110	дымка	1	3	13-19	горы в синей дымке	горы в синей	гора_NOUN в_NOUN синий_ADJ	дымка_NOUN	[0.5236179, 0.5941938, 0.3768259, 0.49980846, 0.44375762, 0.5404222, 0.58490556, 0.4448892, 0.53426594]	[0.592483143035109, 0.603885789631245, 0.5668654403717741, 0.589878902518009, 0.5792794308280831, 0.5951523431325334, 0.6058560467443141, 0.5782705297871494, 0.5973218734837505]
1111	дымка	1	4	11-17	выплыть из дымки	выплыть из	выплывать_VERB из_ADP	дымка_NOUN	[0.4828453, 0.50429505, 0.53723186, 0.48450792, 0.52024186, 0.47468722, 0.43512973, 0.4817017, 0.4393233]	[0.5854286088651321, 0.5885280841480842, 0.5947439308859518, 0.5871844453598607, 0.5926516870467763, 0.5838113429426253, 0.5792842111572701, 0.5846273728859539, 0.5803585827519387]
1112	дымка	1	3	17-24	Горизонт затянут дымкой	Горизонт затянут	горизонт_NOUN затягивать_VERB	дымка_NOUN	[0.61297625, 0.6437855, 0.5669805, 0.57870954, 0.60767597, 0.6031694, 0.6931297, 0.5412325, 0.57015574]	[0.607807690485137, 0.6122728972864402, 0.5998533011618455, 0.6036848155990983, 0.6077709417357783, 0.6058840963738031, 0.6246833618099193, 0.5948470464666108, 0.6036764310081242]
1113	дымка	1	3	0-6	Дымка по-прежнему висела над горами, но над Аю-Дагом небо расчистилось: там, словно шары на ниточках, висели в густо-синем небе три крупные звезды	по-прежнему висела над горами, но над Аю-Дагом небо расчистилось: там, словно шары на ниточках, висели в густо-синем небе три крупные звезды	по_ADP прежний_ADJ висеть_VERB над_ADP гора_NOUN но_SCONJ над_ADP ая_NOUN даг_NOUN небо_NOUN расчищаться_VERB там_ADV словно_PART шар_NOUN на_ADP ниточка_NOUN висеть_VERB в_NOUN густо_ADV синий_ADJ небо_NOUN три_NUM крупный_ADJ звезда_NOUN	дымка_NOUN	[0.5236179, 0.5941938, 0.3768259, 0.49980846, 0.44375762, 0.5404222, 0.58490556, 0.4448892, 0.53426594]	[0.592483143035109, 0.603885789631245, 0.5668654403717741, 0.589878902518009, 0.5792794308280831, 0.5951523431325334, 0.6058560467443141, 0.5782705297871494, 0.5973218734837505]
1114	дымка	1	6	103-109	Лето уже началось, наступление сумерек было неощутимо, и они ехали по светлому, прозрачному в июньской дымке городу	Лето уже началось, наступление сумерек было неощутимо, и они ехали по светлому, прозрачному в июньской  городу	лето_NOUN уже_ADV начинаться_VERB наступление_NOUN сумерки_NOUN быть_VERB неощутимо_ADV и_SCONJ они_PRON ехать_VERB по_ADP светлый_ADJ прозрачный_ADJ в_NOUN июньский_ADJ город_NOUN	дымка_NOUN	[0.35223374, 0.2989178, 0.1918867, 0.2704996, 0.21975224, 0.35535735, 0.37483817, 0.25033015, 0.32895577]	[0.5626067973374022, 0.5528353825906382, 0.5342008139349059, 0.5490194204815804, 0.5395113062292285, 0.5630034041183184, 0.5684473722497303, 0.5442899939232493, 0.5604005999352393]
1115	дымка	1	3	26-33	В небе, затянутом плотной дымкой, медленно опускалось тусклое красное солнце с резко обведенным круглым контуром	В небе, затянутом плотной   медленно опускалось тусклое красное солнце с резко обведенным круглым контуром	в_NOUN небо_NOUN затягивать_VERB плотный_ADJ медленно_ADV опускаться_VERB тусклый_ADJ красный_ADJ солнце_NOUN с_NOUN резко_ADV обвести_VERB круглый_ADJ контур_NOUN	дымка_NOUN	[0.7076123, 0.72279125, 0.6327991, 0.6990103, 0.68202835, 0.7608767, 0.84045166, 0.69534844, 0.6769811]	[0.6117467575323335, 0.6132829894808535, 0.6001791320434686, 0.6122978347373327, 0.6087090165272693, 0.6195620668046744, 0.6353789935585435, 0.609106609275285, 0.6104447620642337]
